dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,cluster,label,attack_cat
1e-05,tcp,-,REQ,2,0,90,0,100000.0025,254,0,36000000.0,0.0,1,0,0.01,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,13,6,5,1,1,12,0,0,0,5,12,0,1,0,Normal
0.22641,tcp,-,FIN,10,6,1314,268,66.25149,254,252,41800.27344,7914.844727,2,1,22.389,34.993801,1105.716695,46.969715,255,3056194095,3142909258,255,0.067477,0.051439,0.016038,131,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1,1,Worms
0.004821,tcp,-,FIN,18,18,3672,2456,7259.904351,31,29,5754822.5,3849823.5,7,7,0.265471,0.252235,13.18413,0.326499,255,1913392108,4062081463,255,0.000656,0.000529,0.000127,204,136,0,0,13,0,5,1,1,5,0,0,0,7,6,0,1,0,Normal
0.000977,udp,dns,CON,2,2,130,162,3070.624396,31,29,532241.5625,663254.875,0,0,0.011,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,2,1,1,1,0,0,0,2,4,0,1,0,Normal
0.015591,tcp,-,FIN,46,44,2870,23900,5708.42145,31,29,1440831.25,11984863.0,7,16,0.3382,0.351628,0.0,18.496127,255,2823417222,688125109,255,0.0006,0.000467,0.000133,62,543,0,0,7,0,8,1,1,1,0,0,0,5,11,0,1,0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,42,42,18,45,0,0,0,42,45,0,1,1,Generic
0.0045,udp,-,CON,4,4,568,312,1555.555623,31,29,757333.375,416000.0313,0,0,1.214333,1.013,1.706722,1.4227,0,0,0,0,0.0,0.0,0.0,142,78,0,0,11,0,3,1,1,3,0,0,0,5,5,0,1,0,Normal
0.408743,tcp,-,FIN,10,6,590,268,36.697877,254,252,10392.83887,4384.172852,2,1,42.101222,75.048203,2062.140015,94.524227,255,2037860735,2029956785,255,0.052575,0.033491,0.019084,59,45,0,0,6,1,2,2,1,2,0,0,0,2,6,0,1,1,Fuzzers
0.019398,tcp,-,FIN,16,18,1540,1644,1701.206302,31,29,595525.3125,640478.375,4,4,1.2732,1.114588,78.894204,2.089289,255,3149286309,1005481741,255,0.000569,0.000447,0.000122,96,91,0,0,4,0,9,4,1,4,0,0,0,6,11,0,1,0,Normal
4.087877,tcp,-,FIN,12,10,998,830,5.137141,254,252,1790.660645,1461.883545,3,2,365.357545,431.250219,23599.61038,653.585438,255,3744975691,1392460591,255,0.282851,0.206617,0.076234,83,83,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Fuzzers
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,14,14,14,25,0,0,0,14,25,0,1,1,Generic
9.810209,tcp,-,REQ,8,0,360,0,0.713542,254,0,256.875244,0.0,7,0,1401.458375,0.0,2685.96425,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,28,6,10,2,2,27,0,0,0,11,27,0,1,0,Normal
0.020008,tcp,-,FIN,16,18,1540,1644,1649.340296,31,29,577369.0625,620951.625,4,4,1.312933,1.149471,80.168218,2.416912,255,2327353153,2331924537,255,0.000583,0.00046,0.000123,96,91,0,0,11,0,9,7,2,7,0,0,0,9,10,0,1,0,Normal
1.070185,tcp,http,FIN,10,8,820,1072,15.885105,62,252,5516.803223,7011.87207,2,2,118.909444,126.931,6387.572011,236.866078,255,1199705408,1053294683,255,0.132911,0.08588,0.047031,82,134,1,148,7,1,2,2,2,6,0,0,4,2,6,0,4,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,8,7,3,8,0,0,0,8,12,0,1,1,Generic
1.187608,tcp,http,FIN,12,18,1580,10168,24.418832,31,29,9760.796875,64694.74609,3,5,107.931276,69.826177,9633.656187,7741.423368,255,2858985144,2865576769,255,0.000709,0.000556,0.000153,132,565,0,0,1,0,5,1,1,1,0,0,0,2,1,0,1,0,Normal
50.085266,tcp,-,CON,12,4,2024,172,0.299489,62,252,296.454437,20.604862,5,3,4553.205634,16553.491,470576.0703,23410.162,255,2338683131,2079494287,255,0.285971,0.182115,0.103856,169,43,0,0,5,3,2,2,2,4,0,0,0,2,4,0,-1,0,Normal
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,4,4,4,4,0,0,0,6,10,0,1,1,Generic
0.433224,tcp,-,FIN,10,6,546,268,34.624121,254,252,9085.369141,4136.428223,2,1,48.136,52.631,2515.128813,93.551555,255,128321629,91708759,255,0.188966,0.143962,0.045004,55,45,0,0,6,1,2,2,1,6,0,0,0,2,6,0,1,0,Normal
0.753338,tcp,-,FIN,10,6,534,268,19.911382,254,252,5107.933105,2378.746338,2,1,83.703333,140.049203,4412.601309,200.540016,255,3898771621,2421484086,255,0.136984,0.053089,0.083895,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,1,0,Normal
7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1,1,Reconnaissance
6.618974,tcp,-,REQ,6,0,270,0,0.755404,254,0,271.945465,0.0,5,0,1323.79475,0.0,2418.226,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,37,6,3,1,1,35,0,0,0,3,35,0,1,0,Normal
1.582549,tcp,-,FIN,12,10,986,830,13.269732,254,252,4569.842773,3776.186523,3,2,139.667639,165.345562,8151.346386,234.516875,255,81327469,4223889957,255,0.165276,0.094432,0.070844,82,83,0,0,5,1,1,1,1,5,0,0,0,1,5,0,1,0,Normal
0.631894,tcp,-,FIN,10,6,490,268,23.738159,254,252,5583.214844,2835.918701,2,1,64.717222,97.862203,3778.166056,160.237875,255,751988117,1609599405,255,0.229007,0.142579,0.086428,49,45,0,0,6,1,2,2,1,5,0,0,0,3,5,0,1,0,Normal
0.234308,tcp,-,FIN,8,6,364,268,55.482526,254,252,10891.64648,7648.052734,1,1,33.472571,41.421602,2060.937912,74.423547,255,2137491213,2144195214,255,0.051934,0.026579,0.025355,46,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,9,9,9,17,0,0,0,10,17,0,1,1,Generic
8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,2,1,1,7,0,0,0,2,7,0,1,0,Normal
2.354363,tcp,smtp,FIN,58,24,57784,1896,34.404211,62,252,192962.5938,6174.069336,26,7,41.304613,98.611915,3424.459654,5410.269363,255,2783994841,11472079,255,0.14204,0.052886,0.089154,996,79,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.015925,tcp,-,FIN,46,48,2854,30622,5839.874598,31,29,1402574.625,15063109.0,7,17,0.346689,0.327,0.0,18.861243,255,1131595074,1142098407,255,0.000699,0.000552,0.000147,62,638,0,0,4,0,4,1,1,3,0,0,0,4,5,0,1,0,Normal
1.022078,tcp,-,FIN,10,8,754,354,16.632781,254,252,5314.662598,2426.429199,2,1,106.673778,134.832141,7867.628487,172.880594,255,192885111,2897575663,255,0.143322,0.078252,0.06507,75,44,0,0,7,1,1,1,1,4,0,0,0,1,4,0,1,0,Normal
0.803748,tcp,-,FIN,14,12,958,622,31.104276,254,252,8858.498047,5683.373535,4,4,60.47723,70.581094,3378.953247,88.522883,255,1114069275,1410992441,255,0.070407,0.027348,0.043059,68,52,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
9e-06,udp,-,INT,2,0,1064,0,111111.1072,254,0,472888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,35,2,7,7,1,35,0,0,0,7,35,0,1,0,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,23,23,23,38,0,0,0,23,38,0,1,1,Generic
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,1,1,2,0,0,0,2,3,0,1,0,Normal
0.00108,udp,dns,CON,2,2,146,178,2777.777885,31,29,540740.75,659259.3125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,1,1,1,0,0,0,1,5,0,1,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,25,25,25,32,0,0,0,26,32,0,1,1,Generic
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,3,3,3,0,0,0,3,7,0,1,1,Generic
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,20,20,20,21,0,0,0,21,20,0,1,1,Generic
0.53365,tcp,-,FIN,12,8,1058,760,35.603861,254,252,14541.36621,9969.081055,3,2,47.152001,61.734855,2417.361319,82.188438,255,570886319,2076429608,255,0.17547,0.101502,0.073968,88,95,0,0,8,1,2,1,1,2,0,0,0,2,7,0,1,1,Fuzzers
0.321906,tcp,-,FIN,22,14,1470,1728,108.727392,31,29,34892.17188,39887.42188,5,4,15.328856,24.700539,1076.60897,35.741586,255,3835668974,3840207380,255,0.000833,0.000655,0.000178,67,123,0,0,1,0,3,1,1,1,0,0,0,4,12,0,1,0,Normal
0.05338,udp,-,CON,4,4,568,312,131.135253,31,29,63844.13672,35069.3125,0,0,12.676667,17.262666,17.912664,24.400369,0,0,0,0,0.0,0.0,0.0,142,78,0,0,13,0,3,1,1,3,0,0,0,5,5,0,1,0,Normal
3e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,5,4,4,5,0,0,0,8,11,0,1,1,Exploits
1.21023,tcp,-,FIN,230,438,13246,548216,551.134911,31,29,87183.42969,3615610.25,21,197,5.283157,2.768348,1768.430969,1280.105332,255,2953131011,2963766785,255,0.000584,0.000458,0.000126,58,1252,0,0,6,0,3,2,1,2,0,0,0,4,8,0,1,0,Normal
3e-06,gmtp,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,7,14,0,1,1,DoS
0.702497,tcp,-,FIN,10,8,756,354,24.199391,254,252,7755.193359,3530.26416,2,1,71.423111,93.233,4885.14966,133.007203,255,2502300888,1290105906,255,0.119613,0.049863,0.06975,76,44,0,0,9,1,1,1,1,7,0,0,0,1,7,0,1,0,Normal
1.178236,tcp,-,FIN,10,8,718,354,14.428349,254,252,4393.007812,2104.841553,2,1,128.710889,158.419859,7302.71164,281.469531,255,1207151439,1664930620,255,0.149515,0.069287,0.080228,72,44,0,0,3,1,3,2,2,2,0,0,0,3,4,0,1,0,Normal
0.648553,tcp,-,FIN,10,6,566,268,23.12841,254,252,6290.927734,2763.073975,2,1,68.305556,111.476797,3598.785542,171.193547,255,504308504,1834866735,255,0.199981,0.09116,0.108821,57,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,1,0,Normal
0.047549,tcp,ftp-data,FIN,6,8,320,1860,273.402185,31,29,44922.08203,273906.9375,1,2,9.4446,6.724714,658.998706,16.126923,255,420354044,433464505,255,0.000608,0.000472,0.000136,53,233,0,0,3,0,11,1,1,3,0,0,0,5,3,0,1,0,Normal
0.6794,tcp,-,FIN,10,8,564,354,25.022077,254,252,5981.748535,3650.279541,2,1,75.488889,92.92743,5627.609478,135.569906,255,1602213402,933027089,255,0.035425,0.028244,0.007181,56,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1,1,Reconnaissance
0.344846,tcp,-,FIN,16,18,1540,1644,95.694887,31,29,33499.01172,36027.67578,4,4,22.968599,20.256,1341.186888,37.917848,255,2111468180,4279326662,255,0.00062,0.000488,0.000132,96,91,0,0,7,0,9,6,1,6,0,0,0,6,10,0,1,0,Normal
0.0784,tcp,ftp-data,FIN,6,8,320,1884,165.816325,31,29,27244.89844,168265.2969,1,2,15.6172,11.133429,1095.527139,26.940295,255,1746693171,4225655130,255,0.000597,0.000462,0.000135,53,236,0,0,6,0,6,2,1,2,0,0,0,7,6,0,1,0,Normal
0.242016,tcp,http,FIN,12,20,920,20038,128.090703,62,252,27898.98242,629280.6875,2,8,22.001454,12.386737,1155.045394,1306.347254,255,4281402283,2712616952,255,0.051,0.006026,0.044974,77,1002,1,9358,1,1,1,1,1,1,0,0,1,1,1,0,3,1,DoS
0.029663,tcp,smtp,FIN,52,40,37232,3276,3067.79487,31,29,9848228.0,861679.5,18,8,0.574667,0.745923,34.821244,1.696462,255,3394006242,1249722032,255,0.000708,0.000567,0.000141,716,82,0,0,2,0,4,1,1,1,0,0,0,3,1,0,1,0,Normal
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,10,6,4,1,1,10,0,0,0,5,9,0,1,0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,19,18,18,33,0,0,0,19,30,0,1,1,Generic
0.007042,tcp,-,FIN,18,18,4560,2456,4970.178877,31,29,4892928.0,2635614.75,7,7,0.395235,0.338176,20.551302,0.446555,255,4054217349,4053186788,255,0.001417,0.001291,0.000126,253,136,0,0,13,0,6,1,1,4,0,0,0,6,4,0,1,0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,13,13,13,25,0,0,0,13,25,0,1,1,Generic
0.324316,tcp,-,FIN,10,6,1612,268,46.251188,254,252,35792.25391,5525.475098,2,1,34.249,51.850398,1890.638977,85.096148,255,917336477,3586285997,255,0.121299,0.065061,0.056238,161,45,0,0,8,1,2,2,1,2,0,0,0,2,8,0,1,1,Fuzzers
1.995017,tcp,smtp,FIN,34,22,19835,1896,27.568687,254,252,77200.34375,7258.083496,14,8,60.428209,91.537813,4317.865125,137.973281,255,2109879039,3627004668,255,0.149496,0.072714,0.076782,583,86,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1,1,DoS
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,1,1,Generic
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,16,16,10,51,0,0,0,16,51,0,1,1,Generic
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,1,1,Generic
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,11,7,4,7,0,0,0,7,14,0,1,1,Generic
6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,14,2,6,6,2,6,0,0,0,6,14,0,1,1,Fuzzers
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,18,18,18,36,0,0,0,19,36,0,1,1,Generic
1.189559,tcp,ftp,FIN,22,22,1190,1656,36.14785,62,252,7639.806152,10632.51172,7,9,56.645667,54.794761,3072.50823,3014.77236,255,4065481866,3913353870,255,0.070081,0.015311,0.05477,54,75,0,0,1,1,2,1,1,2,1,1,0,3,1,0,0,1,Exploits
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,1,1,Generic
0.004609,udp,-,CON,4,4,568,304,1518.767649,31,29,739422.875,395747.4688,0,0,1.226,1.041,1.723929,1.460175,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,10,1,1,3,0,0,0,4,13,0,1,0,Normal
4.1797,tcp,http,FIN,62,360,3000,474095,100.724935,62,252,5650.166504,904905.1875,2,178,68.519674,11.406699,3269.586406,1367.039133,255,3165202918,1474250988,255,0.156437,0.084042,0.072395,48,1317,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1,1,Exploits
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,3,3,3,3,0,0,0,3,13,0,1,1,Generic
18.670206,ospf,-,INT,20,0,900,0,1.017664,254,0,366.3591,0.0,0,0,982.642313,0.0,1060.71875,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,6,2,3,2,2,3,0,0,0,3,3,0,1,1,Exploits
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,38,38,25,38,0,0,0,38,38,0,1,1,Generic
0.030929,tcp,-,FIN,72,74,4238,63878,4688.15687,31,29,1081186.0,16299266.0,7,30,0.431099,0.415151,22.865285,22.272424,255,1556362728,3706273685,255,0.000769,0.000613,0.000156,59,863,0,0,4,0,2,1,1,1,0,0,0,4,5,0,1,0,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,9,9,9,39,0,0,0,9,39,0,1,1,Generic
4.163643,tcp,smtp,FIN,78,28,83190,2128,25.218301,62,252,157792.5938,3942.701172,36,8,54.073285,150.626969,5455.8785,238.053625,255,1840862097,1344023504,255,0.187411,0.096118,0.091293,1067,76,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.367158,tcp,-,FIN,10,6,588,268,40.854347,254,252,11548.16211,4880.732422,2,1,34.855444,64.970199,1705.105481,84.45893,255,694235510,4122333317,255,0.088972,0.042303,0.046669,59,45,0,0,5,1,2,2,1,4,0,0,0,2,4,0,1,0,Normal
0.016458,tcp,-,FIN,46,48,2854,30622,5650.747657,31,29,1357151.625,14575283.0,7,17,0.357889,0.339553,0.0,19.630368,255,3242803666,1109315789,255,0.000636,0.000495,0.000141,62,638,0,0,10,0,6,1,1,2,0,0,0,6,5,0,1,0,Normal
0.269878,tcp,-,FIN,122,126,7808,15182,915.228362,31,29,229555.5781,446483.2188,30,32,2.227512,2.154752,184.669196,182.490493,255,615841795,2766405793,255,0.000663,0.00053,0.000133,64,120,0,0,3,0,3,1,1,1,0,0,0,8,7,0,1,0,Normal
0.019218,tcp,-,FIN,16,18,1540,1644,1717.140212,31,29,601103.125,646477.25,4,4,1.255333,1.103529,75.192746,2.101889,255,1530159522,3685678900,255,0.000575,0.000454,0.000121,96,91,0,0,19,0,8,6,1,6,0,0,0,8,10,0,1,0,Normal
0.017607,tcp,-,FIN,34,36,2230,13288,3918.895955,31,29,983699.6875,5869938.0,7,11,0.538844,0.485057,39.717573,37.058679,255,2555966323,410882594,255,0.000776,0.00062,0.000156,66,369,0,0,6,0,2,1,1,2,0,0,0,5,6,0,1,0,Normal
1.206979,tcp,http,FIN,14,18,1684,10168,25.683959,31,29,10366.37695,63656.44922,3,5,92.817079,70.969647,8863.7991,7762.119691,255,2141268598,22428854,255,0.000629,0.000492,0.000137,120,565,1,3924,4,0,2,1,1,1,0,0,1,2,3,0,3,0,Normal
1.847018,tcp,smtp,FIN,34,22,23492,1968,29.777728,62,252,98762.4375,8138.523926,14,8,55.970241,83.936289,3717.663588,114.4925,255,3162531007,435177188,255,0.116081,0.057401,0.05868,691,89,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,50,2,16,16,8,50,0,0,0,16,50,0,1,1,Generic
1.1e-05,udp,-,INT,2,0,1350,0,90909.0902,254,0,490909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,675,0,0,0,26,2,18,18,1,26,0,0,0,18,26,0,1,0,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,25,25,25,36,0,0,0,25,36,0,1,1,Generic
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,1,1,Generic
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.676,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,2,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,8,14,0,1,1,Generic
0.751526,tcp,-,FIN,10,6,756,268,19.959389,254,252,7249.25,2384.481689,2,1,75.772111,130.523602,4024.30525,209.8215,255,3281188076,1014011948,255,0.258795,0.098898,0.159897,76,45,0,0,4,1,2,1,1,1,0,0,0,1,7,0,1,1,Fuzzers
1.006958,tcp,http,FIN,12,18,1580,10168,28.799612,31,29,11511.90039,76301.09375,3,5,91.509821,59.203529,9530.510203,7675.513099,255,2827176064,2828177088,255,0.000638,0.000492,0.000146,132,565,1,3924,3,0,3,1,1,1,0,0,1,3,2,0,3,0,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,1,1,Generic
8e-06,iatp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,8,5,0,1,1,Exploits
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,1,1,Generic
1.106206,tcp,-,FIN,10,10,608,646,17.175823,254,252,3963.095215,4208.980957,2,3,122.911778,108.084891,6917.974627,168.342703,255,2419238342,2996094559,255,0.190728,0.109768,0.08096,61,65,0,0,6,1,2,2,2,5,0,0,0,3,6,0,1,1,Exploits
1.040816,tcp,-,FIN,32,116,1608,132728,141.235345,62,252,11975.21973,1011391.125,6,56,33.57471,8.987661,1600.718758,860.039642,255,2340965388,296988548,255,0.057247,0.006223,0.051024,50,1144,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.275029,tcp,http,FIN,10,6,1182,268,54.539702,254,252,30949.46289,6515.67627,2,1,27.431444,48.254602,1408.979983,71.202961,255,3481808829,4236800912,255,0.088383,0.033747,0.054636,118,45,1,0,2,1,1,1,1,1,0,0,1,1,2,0,3,1,Exploits
0.046382,tcp,ftp-data,FIN,6,8,320,1860,280.281151,31,29,46052.34766,280798.5938,1,2,9.2118,6.545,641.063114,15.707055,255,2518650627,387082667,255,0.00071,0.000563,0.000147,53,233,0,0,4,0,3,1,1,1,0,0,0,2,1,0,1,0,Normal
0.158172,tcp,-,FIN,90,164,5592,192828,1599.524604,31,29,279695.5313,9693397.0,10,71,1.773607,0.967362,98.804149,65.739268,255,1870682322,1874214137,255,0.00062,0.000488,0.000132,62,1176,0,0,9,0,8,6,1,6,0,0,0,11,8,0,1,0,Normal
0.577512,tcp,-,FIN,10,8,2676,354,29.436616,254,252,33370.73438,4294.282715,2,1,60.517889,75.18057,4275.67798,117.195289,255,3640225711,803522831,255,0.105089,0.05124,0.053849,268,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,1,1,Fuzzers
0.004737,udp,-,CON,4,4,568,312,1477.728526,31,29,719442.6875,395186.8438,0,0,1.298,1.097333,1.825752,1.547621,0,0,0,0,0.0,0.0,0.0,142,78,0,0,5,0,3,1,1,3,0,0,0,4,7,0,1,0,Normal
2.240815,tcp,-,FIN,10,8,2516,354,7.586526,254,252,8086.34375,1106.740234,2,1,248.979444,306.737437,14565.91183,584.354625,255,740718748,3299711468,255,0.262677,0.092916,0.169761,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,1,0,Normal
9e-06,udp,-,INT,2,0,1064,0,111111.1072,254,0,472888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,1,2,1,1,1,1,0,0,0,1,3,0,1,0,Normal
7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,5,4,4,5,0,0,0,5,11,0,1,1,Fuzzers
3e-06,micp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,6,0,0,0,2,6,0,1,1,DoS
